Max Infected,Total Infected,Time to Peak,Total Population,Percent total infected,Percent max infected,Percent edges connected
2000.0,888.1999999999999,1256.6000000000001,50.6,44.410000000000004,62.830000000000005,0.0
2200.0,0.0,71.0,0.0,0.0,3.227272727272727,0.1
2400.0,0.0,71.0,0.0,0.0,2.9583333333333335,0.2
